name,general,specify,enrollment,language,rating,level,duration,instructor,instructor_rate,offered by
Advanced Learning Algorithms,Data Science,Machine Learning,182618,English,4.9,Beginner,34,"DeepLearning.AI, Geoff Ladwig, Eddy Shyu, Aarti Bagul, Andrew Ng",5.0,Stanford University
Advanced Machine Learning and Signal Processing,Data Science,Machine Learning,44801,English,4.5,Advanced,33,"Nikolay Manchev, Romeo Kienzler",4.5,IBM
Advanced Manufacturing Enterprise,Physical Science and Engineering,Mechanical Engineering,16357,English,4.6,Beginner,18,"Sara Behdad, University at Buffalo",4.5,The State University of New York
Advanced Manufacturing Process Analysis,Physical Science and Engineering,Mechanical Engineering,22625,English,4.6,Beginner,13,"University at Buffalo, Rahul Rai",4.5,The State University of New York
Mastering Programming with MATLAB,Computer Science,Software Development,37162,English,4.8,Intermediate,55,"Mike Fitzpatrick, Akos Ledeczi",4.9,Vanderbilt University
Overview of Advanced Methods of Reinforcement Learning in Finance,Computer Science,Algorithms,11249,English,3.8,Advanced,13,Igor Halperin,4.7,New York University
Advanced Modeling for Discrete Optimization,Computer Science,Software Development,18400,English,4.9,Intermediate,46,"Prof. Jimmy Ho Man Lee, The University of Melbourne, Prof. Peter James Stuckey",4.9,The Chinese University of Hong Kong
Advanced Models for Decision Making,Data Science,Data Analysis,4808,English,4.8,Beginner,13,Soumya Sen,4.9,University of Minnesota
Advanced MySQL Topics,Information Technology,Data Management,11028,English,4.6,Intermediate,18,Taught by Meta Staff,4.5,Meta
Advanced Neurobiology I,Health,Basic Science,61220,English,4.1,Intermediate,27,"Yan Zhang, Yulong Li",4.0,Peking University
Advanced Portfolio Construction and Analysis with Python,Business,Finance,20782,English,4.7,Intermediate,12,"Vijay Vaidyanathan, PhD, Claudia Carrone",4.9,EDHEC Business School
Advanced Programming in Kotlin,Computer Science,Mobile and Web Development,7176,English,4.7,Intermediate,20,Taught by Meta Staff,4.6,Meta
Advanced Programming in Swift,Computer Science,Mobile and Web Development,4747,English,4.7,Intermediate,19,Taught by Meta Staff,4.9,Meta
Advanced R Programming,Data Science,Data Analysis,30981,English,4.2,Intermediate,18,"Brooke Anderson, Roger D. Peng, PhD",3.8,Johns Hopkins University
Advanced React,Computer Science,Mobile and Web Development,62432,English,4.6,Intermediate,26,Taught by Meta Staff,4.6,Meta
Advanced Recommender Systems,Data Science,Machine Learning,2969,English,3.8,Intermediate,14,"EIT Digital , Paolo Cremonesi",4.2,Politecnico di Milano
Creating Advanced Reports with SAS Visual Analytics,Data Science,Data Analysis,9762,English,4.7,Intermediate,8,Nicole Ball,4.7,SAS
Advanced SAS Programming Techniques,Data Science,Data Analysis,3459,English,4.9,Intermediate,17,Michele Ensor,4.8,SAS
Advanced Study of Protection Schemes and Switchgear,Physical Science and Engineering,Electrical Engineering,1693,English,4.7,Other,15,Subject Matter Expert,4.7,L&T EduTech
Advanced System Security Topics,Computer Science,Computer Security and Networks,15500,English,4.5,Beginner,15,"Edward Chow, Greg Williams",4.3,University of Colorado System
Advanced Topics and Future Trends in Database Technologies,Information Technology,Data Management,2898,English,4.8,Beginner,16,"Alan Paradise, Di Wu",4.7,University of Colorado Boulder
Advanced Trading Algorithms,Business,Finance,32593,English,4.6,Intermediate,11,Prasanna Tantri,4.7,Indian School of Business
"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Business,Finance,129031,English,4.6,Advanced,16,"Nishad Matawlie, Renée Spigt, Yashvir Gangaram Panday, Han Smit, Dyaran Bansraj",4.4,Erasmus University Rotterdam
Advanced Writing,Language Learning,Learning English,213079,English,4.7,Other,19,"Tamy Chapman, Helen Nam, Brad Gilpin",4.8,"University of California, Irvine"
Advanced Neurobiology II,Health,Basic Science,18342,English,4.4,Intermediate,25,"Yan Zhang, Donggen Luo, Chenjian Li",4.6,Peking University
Advertising and E-commerce on TikTok,Business,Marketing,2551,English,4.8,Beginner,4,Anke Audenaert,4.5,Aptly
Digitalisation in Aeronautics,Physical Science and Engineering,Mechanical Engineering,6718,English,4.7,Intermediate,9,"Klaus Drechsler, Guenter W. Hein",4.5,Technische Universität München (TUM)
African cities : An Introduction to Urban Planning,Social Sciences,Governance and Society,5611,English,4.7,Intermediate,40,Jérôme Chenal,4.7,École Polytechnique Fédérale de Lausanne
African development – from the past to the present,Social Sciences,Economics,4709,English,4.1,Beginner,27,Ellen Hillbom,4.6,Lund University
"Afrique et mondialisation, regards croisés",Social Sciences,Governance and Society,9492,French,4.7,Beginner,14,"Marie-Françoise Durand, Bertrand Badie",4.9,Sciences Po
After the Arab Spring – Democratic Aspirations and State Failure,Social Sciences,Governance and Society,16141,English,4.7,Beginner,25,Dr. Ebrahim Afsah,4.8,University of Copenhagen
Age of Cathedrals,Arts and Humanities,History,34925,English,4.7,Beginner,18,Howard Bloch,4.8,Yale University
Age of Jefferson,Arts and Humanities,History,27844,English,4.7,Beginner,10,Professor Peter S. Onuf,4.9,University of Virginia
Agile with Atlassian Jira,Computer Science,Software Development,287436,English,4.7,Beginner,12,Kashmira Shukla,4.6,Atlassian
Agile Leadership Capstone,Business,Leadership and Management,6345,English,4.9,Beginner,6,Oxana Trotsenko,4.9,University of Colorado System
Introduction to Agile Development and Scrum,Computer Science,Software Development,50348,English,4.9,Beginner,9,John Rofrano,4.9,IBM
Agile Leader Training,Business,Leadership and Management,12045,English,4.8,Beginner,15,Oxana Trotsenko,4.8,University of Colorado System
Agile Leadership: Introduction to Change,Business,Leadership and Management,32886,English,4.8,Beginner,9,Oxana Trotsenko,4.8,University of Colorado System
Agile Organization,Business,Leadership and Management,8700,English,4.8,Beginner,9,Oxana Trotsenko,4.8,University of Colorado System
Agile Planning for Software Products,Computer Science,Software Development,62646,English,4.8,Other,12,Kenny Wong,4.8,University of Alberta
Agile Project Management,Business,Leadership and Management,380355,English,4.8,Beginner,25,Google Career Certificates,4.8,Google
إدارة المشروعات في أجايل,Business,Leadership and Management,13926,Arabic,5.0,Beginner,22,Google Career Certificates,4.9,Google
Agile Software Development,Computer Science,Software Development,157526,English,4.7,Intermediate,11,Praveen Mittal,4.7,University of Minnesota
Desarrollo de software Agile,Computer Science,Software Development,2392,Spanish,4.9,Intermediate,12,Praveen Mittal,4.8,University of Minnesota
Healthy Aging and the Future of Cannabis Research,Health,Public Health,4178,English,4.7,Beginner,7,Kent Hutchison ,4.9,University of Colorado Boulder
Challenges of Agribusiness Management,Business,Entrepreneurship,14677,English,4.8,Other,5,Vitaliano Fiorillo,4.7,Università Bocconi
"Agriculture, Economics and Nature",Social Sciences,Economics,44700,English,4.7,Beginner,16,"Professor David Pannell, BSc(Agric), BEc, PhD",4.9,University of Western Australia
Applied AI with DeepLearning,Data Science,Machine Learning,53753,English,4.4,Advanced,25,"Tom Hanlon, Niketan Pansare, Ilja Rasin, Max Pumperla, Romeo Kienzler",4.0,IBM
Artificial Intelligence Algorithms Models and Limitations,Data Science,Data Analysis,9501,English,4.7,Beginner,7,Brent Summers,4.5,LearnQuest
AI and Climate Change,Data Science,Machine Learning,3864,English,4.8,Beginner,14,Robert Monarch,4.9,DeepLearning.AI
AI and Disaster Management,Data Science,Machine Learning,2555,English,4.9,Beginner,11,Robert Monarch,5.0,DeepLearning.AI
AI and Public Health,Data Science,Machine Learning,8984,English,4.8,Beginner,9,Robert Monarch,4.9,DeepLearning.AI
AI and the Illusion of Intelligence,Computer Science,Software Development,2581,English,4.4,Beginner,9,Daniel Hardt,4.7,Copenhagen Business School
"AI, Business & the Future of Work",Business,Business Strategy,28021,English,4.7,Beginner,11,Anamaria Dutceac Segesten,4.8,Lund University
Artificial Intelligence Data Fairness and Bias						,Computer Science,Algorithms,5588,English,4.8,Beginner,6,Brent Summers,4.6,LearnQuest
AI Capstone Project with Deep Learning ,Data Science,Machine Learning,19320,English,4.5,Advanced,15,"Alex Aklson, Joseph Santarcangelo",4.5,IBM
"AI, Empathy & Ethics",Arts and Humanities,Philosophy,5240,English,4.2,Beginner,4,Kelvin Lwin,4.1,"University of California, Santa Cruz"
AI Essentials ,Information Technology,Cloud Computing,13926,English,3.8,Beginner,3,Intel,3.6,Intel
Artificial Intelligence: Ethics & Societal Challenges,Social Sciences,Governance and Society,6943,English,4.6,Beginner,13,"Maria Hedlund, Erik Persson, Lena Lindström",4.7,Lund University
Artificial Intelligence Ethics in Action,Data Science,Data Analysis,5443,English,4.7,Intermediate,5,Brent Summers,4.4,LearnQuest
AI For Everyone,Business,Business Strategy,1125,English,4.8,Beginner,10,Andrew Ng,4.8,DeepLearning.AI
الذكاء الاصطناعي للجميع,Business,Business Strategy,35792,Arabic,4.8,Beginner,6,Andrew Ng,4.6,DeepLearning.AI
IA para todos,Business,Business Strategy,31337,Spanish,4.9,Beginner,6,Andrew Ng,4.9,DeepLearning.AI
L’IA pour tous,Business,Business Strategy,1682,French,4.7,Beginner,6,Andrew Ng,4.7,DeepLearning.AI
AI For Everyone （すべての人のためのAIリテラシー講座）,Business,Business Strategy,28101,Japanese,4.8,Beginner,7,"DeepLearning.AI, Yutaka Matsuo, Andrew Ng",4.8,Japan Deep Learning Association
Искусственный Интеллект (ИИ) для всехin,Business,Business Strategy,1994,Russian,4.4,Beginner,6,Andrew Ng,4.7,DeepLearning.AI
AI for Medical Diagnosis,Data Science,Machine Learning,66669,English,4.7,Intermediate,20,"Amirhossein Kiani, Pranav Rajpurkar, Bora Uyumazturk, Eddy Shyu",4.7,DeepLearning.AI
AI for Medical Prognosis ,Data Science,Machine Learning,25282,English,4.7,Intermediate,29,"Pranav Rajpurkar, Bora Uyumazturk, Eddy Shyu",4.8,DeepLearning.AI
AI For Medical Treatment,Data Science,Machine Learning,22065,English,4.7,Intermediate,22,"Amirhossein Kiani, Pranav Rajpurkar, Bora Uyumazturk, Eddy Shyu",4.7,DeepLearning.AI
AI Foundations: Prompt Engineering with ChatGPT,Information Technology,Cloud Computing,2475,English,4.3,Beginner,6,CareerCatalyst ,4.2,Arizona State University
AI in Healthcare Capstone,Health,Health Informatics,7955,English,4.6,Other,10,"Tina Hernandez-Boussard, Serena Yeung, Matthew Lungren, Nigam Shah, Laurence Baker",4.8,Stanford University
AI & Law ,Social Sciences,Law,27223,English,4.7,Beginner,21,"Vilhelm Persson, Ana Nordberg, Titti Mattsson , Valentin Jeutner, Julian Nowag, Niklas Selberg, Ulrika Andersson, Jeffery Atik, Lena Wahlberg",4.7,Lund University
Artificial Intelligence Privacy and Convenience,Data Science,Data Analysis,4462,English,4.7,Intermediate,5,Brent Summers,4.5,LearnQuest
Getting Started with AI using IBM Watson,Data Science,Machine Learning,53629,English,4.5,Beginner,9,Rav Ahuja,4.5,IBM
人工智慧：機器學習與理論基礎 (Artificial Intelligence - Learning & Theory),Data Science,Machine Learning,9316,Chinese (Traditional),4.7,Intermediate,11,于天立,4.8,National Taiwan University
AIDS: Fear and Hope,Health,Patient Care,14377,English,4.8,Beginner,15,"Richard Meisler, Ph.D.",4.9,University of Michigan
Air Pollution – a Global Threat to our Health,Health,Public Health,22331,English,4.8,Beginner,12,"Steffen Loft, Zorana Jovanovic Andersen, Peter Møller",4.7,University of Copenhagen
Ajukan Pertanyaan untuk Mengambil Keputusan Berdasarkan Data,Data Science,Data Analysis,8946,Indonesian,4.9,Beginner,18,Google Career Certificates,4.8,Google
Akademiskt skrivande,Language Learning,Other Languages,7111,Swedish,4.7,Beginner,15,"Susanne Pelger, Sara Santesson",4.7,Lund University
Operating Systems Fundamentals,Information Technology,Support and Operations,4096,English,4.7,Beginner,30,Shadow Farrell,4.8,"Akamai Technologies, Inc."
الإعلان من خلال فيسبوك,Business,Marketing,13926,Arabic,4.7,Beginner,10,Daniel Kob,4.7,Meta
"Alfabetização Midiática, Informacional e Diálogo Intercultural - UNESCO e UNICAMP",Arts and Humanities,Philosophy,4762,Portuguese (Brazilian),4.9,Beginner,23,"Claudia Wanderley, Nima Spigolon",4.7,Universidade Estadual de Campinas
La alfabetización temprana en contextos rurales ,Social Sciences,Education,4161,Spanish,4.8,Beginner,73,"Maia Julieta Migdalek, Celia Rosemberg, Alejandra Stein",4.8,Universidad Austral
Introduction to Algae,Health,Basic Science,26246,English,4.7,Intermediate,10,"Dr. Stephen Mayfield, Ira ""Ike"" Levine",4.7,University of California San Diego
Algae Biotechnology,Physical Science and Engineering,Environmental Science and Sustainability,12682,English,4.8,Intermediate,6,"Dr. Stephen Mayfield, Ira ""Ike"" Levine",4.7,University of California San Diego
Algebra and Differential Calculus for Data Science,Math and Logic,Math and Logic,9937,English,4.5,Intermediate,8,Jane Wall,4.8,University of Colorado Boulder
Álgebra básica,Math and Logic,Math and Logic,266671,Spanish,4.8,Other,24,"Elena de Oteyza, Carlos Hernández, Emma Lam",4.8,Universidad Nacional Autónoma de México
Algebra: Elementary to Advanced - Equations & Inequalities,Math and Logic,Math and Logic,29489,English,4.8,Beginner,10,"Joseph W. Cutrone, PhD",4.8,Johns Hopkins University
Algebra: Elementary to Advanced - Functions & Applications,Math and Logic,Math and Logic,7251,English,4.8,Beginner,5,"Joseph W. Cutrone, PhD",4.9,Johns Hopkins University
Algorithmic Thinking (Part 1),Computer Science,Software Development,53606,English,4.6,Intermediate,12,"Luay Nakhleh, Scott Rixner, Joe Warren",4.2,Rice University
Algorithmic Thinking (Part 2),Computer Science,Software Development,24087,English,4.7,Intermediate,11,"Luay Nakhleh, Scott Rixner, Joe Warren",4.4,Rice University
Algorithmic Toolbox,Computer Science,Algorithms,495369,English,4.6,Intermediate,40,"Daniel M Kane, Michael Levin, Alexander S. Kulikov, Neil Rhodes, Pavel  Pevzner",4.4,University of California San Diego
算法设计与分析   Design and Analysis of Algorithms,Computer Science,Algorithms,11701,Chinese (Simplified),4.7,Intermediate,24,Wanling Qu,4.7,Peking University
"Algorithms, Data Collection, and Starting to Code",Computer Science,Software Development,20997,English,4.6,Beginner,15,"Dr. Tim ""Dr. T"" Chamillard",4.8,University of Colorado System
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Computer Science,Algorithms,229134,English,4.8,Intermediate,16,Tim Roughgarden,4.7,Stanford University
"Graph Search, Shortest Paths, and Data Structures",Computer Science,Algorithms,83063,English,4.8,Intermediate,15,Tim Roughgarden,4.8,Stanford University
"Greedy Algorithms, Minimum Spanning Trees, and Dynamic Programming",Computer Science,Algorithms,73546,English,4.8,Intermediate,15,Tim Roughgarden,4.8,Stanford University
"Shortest Paths Revisited, NP-Complete Problems and What To Do About Them",Computer Science,Algorithms,44246,English,4.8,Intermediate,13,Tim Roughgarden,4.9,Stanford University
Algorithms on Graphs,Computer Science,Algorithms,111003,English,4.7,Intermediate,54,"Daniel M Kane, Michael Levin, Neil Rhodes, Alexander S. Kulikov",4.5,University of California San Diego
Algorithms on Strings,Computer Science,Algorithms,82043,English,4.5,Intermediate,18,"Alexander S. Kulikov, Michael Levin, Neil Rhodes, Pavel  Pevzner",4.3,University of California San Diego
"Algorithms, Part I",Computer Science,Algorithms,1207,English,4.9,Intermediate,54,"Kevin Wayne, Robert Sedgewick",4.8,Princeton University
"Алгоритмы, часть I",Computer Science,Algorithms,10173,Russian,4.9,Intermediate,53,"Kevin Wayne, Robert Sedgewick",4.9,Princeton University
"Algorithms, Part II",Computer Science,Algorithms,301407,English,4.9,Intermediate,62,"Kevin Wayne, Robert Sedgewick",4.8,Princeton University
"Algorithms for Searching, Sorting, and Indexing",Computer Science,Algorithms,31460,English,4.7,Intermediate,35,Sriram Sankaranarayanan,4.7,University of Colorado Boulder
Algoritmos de negociación basados en machine learning​,Data Science,Machine Learning,13926,Spanish,4.8,Intermediate,17,Sergio Cabrales,4.8,Universidad de los Andes
