name,field,enrollment,language,rating,level,duration,description,skill,instructor,offered by
"Fundamentos de la Administración con Goldman Sachs 10,000 Women",Business > Entrepreneurship,"1,620 already enrolled",Taught in Spanish,5.0,,Approx. 4 hours to complete,"Planifica cómo lograrás tu visión.Evalúa las prácticas de contratación eficaces.Desarrolla prácticas eficaces de gestión del rendimiento: evaluación, desarrollo, coaching y delegación.Identifica cómo puedes influenciar cambios en la cultura de tu empresa.","Administración de desempeño, Liderazgo, Análisis de cultura empresarial, Comunicación","4.8  {'Mori Taheripour', 'Goldman Sachs 10,000 Women', 'Edward David', 'Geetha Krishnan', 'Michael Fetters', 'Anne Donnellon', 'Sarah Underwood'}",Goldman Sachs
"Fundamentos de la Financiación con Goldman Sachs 10,000 Women",Business > Entrepreneurship,,Taught in Spanish,4.8,,Approx. 3 hours to complete,Descubrir la forma en que las decisiones financieras estratégicas pueden impulsar el crecimiento.Evaluar el perfil financiero de tu empresa y planificar medidas para mejorarlo.Aplicar tu comprensión de los factores fundamentales para los financiadores e inversionistas y la manera de comunicarte con ellos de manera eficaz.Descubrir los tipos de financiamiento para tu empresa e identificar las medidas que debes tomar para las futuras necesidades de financiamiento.,"Solicitudes de financiación, Análisis de requisitos de financiación, Planificación financiera estratégica, Administración financiera","None {'Mori Taheripour', 'Goldman Sachs 10,000 Women', 'Edward David', 'Geetha Krishnan', 'Michael Fetters', 'Anne Donnellon', 'Sarah Underwood'}",Goldman Sachs
"Digital Marketing Strategy with Goldman Sachs 10,000 Women",Business > Marketing,"20,593 already enrolled",Taught in English,4.7,,Approx. 3 hours to complete,"How the Paid, Earned, Owned (PEO) model can be used to develop a digital marketing campaign.Finding and reaching your audience.Incentivizing your digital marketing campaign. - Influencer marketing - Viral marketingMeasuring the impact of your digital marketing campaign.- Key performance indicators- Social listening","Analytics, marketing design, Digital Marketing","4.7  {'Dionysius Ang', 'Goldman Sachs 10,000 Women'}",Goldman Sachs
"Innovation Strategy with Goldman Sachs 10,000 Women ",Business > Entrepreneurship,"4,054 already enrolled",Taught in English,4.7,,Approx. 3 hours to complete,Key elements of products and services to consider as part of your development. Market research.Concept testing and prototyping.Launch preparation. ,"Market Research, Concept Testing, Product Development","4.8  {'Goldman Sachs 10,000 Women', 'Vita Kadile'}",Goldman Sachs
"Social Impact Strategy with Goldman Sachs 10,000 Women",Business > Business Strategy,"3,340 already enrolled",Taught in English,4.7,,Approx. 3 hours to complete,Reflecting on social purpose and how this aligns with personal values and business goals.Intrinsic and extrinsic motivations.Using the value chain model to embed purpose into core business processes.Developing social impact monitoring and evaluation approaches.,"Influencing business culture, Evaluation, Social Corporate Responsibility","4.6  {'Isla Kapasi', 'Goldman Sachs 10,000 Women', 'Richard Tunstall'}",Goldman Sachs
"Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective",Business > Business Essentials,"21,521 already enrolled",Taught in English,4.3,,Approx. 13 hours to complete,None,,"4.0  {'Vanessa Lyon', 'Eric Baudson', 'Antoine Gourévitch'}",CentraleSupélec
20世纪西方音乐 Western Music in the 20th Century,Arts and Humanities > Music and Art,"4,476 already enrolled",Taught in Chinese (Simplified),4.4,Beginner level,Approx. 14 hours to complete,None,,None {'毕明辉 Bryan Minghui BI'},Peking University
21st Century Energy Transition: how do we make it work?,Physical Science and Engineering > Environmental Science and Sustainability,"4,573 already enrolled",Taught in English,4.8,Beginner level,Approx. 16 hours to complete,"Understand the complexity of systems supplying energy to people around the  world Evaluate the merits and the costs associated with each major available energy  source    Explore competing viewpoints of how quickly, practically and effectively global  societies can transition to alternative energy sources ",,4.9  {'Brad Hayes'},University of Alberta
工程圖學 2D CAD,Physical Science and Engineering > Mechanical Engineering,"14,580 already enrolled",Taught in Chinese (Traditional),4.8,,26 hours (approximately),None,,None {'康仕仲'},National Taiwan University
3-Axis Machining with Autodesk Fusion 360,Physical Science and Engineering > Mechanical Engineering,"8,112 already enrolled",Taught in English,4.9,Advanced level,27 hours (approximately),  Describe the benefits of adaptive toolpaths in Fusion 360.Summarize rest machining applications.Demonstrate knowledge and skills in the creation of detailed 3-axis toolpaths.,"Computer-Aided Manufacturing, Computer-Aided Design (CAD), Mechanical Engineering, Autodesk Fusion 360, Manufacturing Process Management",4.9  {'Autodesk'},Autodesk
VR and 360 Video Production,Arts and Humanities > Music and Art,"32,217 already enrolled",Taught in English,4.7,Beginner level,Approx. 13 hours to complete,None,"Virtual Reality, Camera+, Video Production, 360-degree video",4.8  {'Google AR & VR'},Google AR & VR
工程圖學 3D CAD,Physical Science and Engineering > Mechanical Engineering,"7,532 already enrolled",Taught in Chinese (Traditional),4.8,,7 hours (approximately),None,,None {'康仕仲'},National Taiwan University
3D CAD Application,Physical Science and Engineering > Mechanical Engineering,"17,519 already enrolled",Taught in English,4.8,Intermediate level,Approx. 8 hours to complete,None,,4.8  {'康仕仲'},National Taiwan University
3D CAD Fundamental,Physical Science and Engineering > Mechanical Engineering,"60,567 already enrolled",Taught in English,4.7,Beginner level,Approx. 9 hours to complete,None,,4.7  {'康仕仲'},National Taiwan University
Current Gen 3D Game Prop Production,Arts and Humanities > Music and Art,"5,197 already enrolled",Taught in English,4.8,Intermediate level,14 hours (approximately),"Model accurate block-in, mid poly meshesCreate high poly models with a real world level of accuracyCreate game-ready low poly meshes for a real-time environmentTexture and render models to give them the appearance of photo-realism",,4.8  {'Andrew Dennis'},Michigan State University
3D Graphics in Android: Sensors and VR,Computer Science > Mobile and Web Development,"10,001 already enrolled",Taught in English,4.6,Advanced level,27 hours (approximately),None,"Sensors, Opengl++, Android Studio, Textures, VR",None {'Benny Lo'},Imperial College London
3D Interaction Design in Virtual Reality,Computer Science > Design and Product,"15,738 already enrolled",Taught in English,4.6,Intermediate level,13 hours (approximately),None,,"4.8  {' Dr Sylvia Xueni Pan', 'University of London'}","Goldsmiths, University of London"
3D Model Creation with Autodesk Fusion 360,Physical Science and Engineering > Mechanical Engineering,"27,545 already enrolled",Taught in English,4.8,Advanced level,14 hours (approximately),None,,4.8  {'Autodesk'},Autodesk
Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,Computer Science > Design and Product,"16,269 already enrolled",Taught in English,4.9,Beginner level,Approx. 27 hours to complete,"Apply Python fundamentals including: module importing, conditionals, iteration, operators, functions, comments, booleans, tuples, and dictionariesApply Rhinoscript fundamentals to create geometric systems and produce variable geometric form, in 2D and 3D, rendered in still and animated formatsProduce code that produces variable geometric form (in 2D and 3D) in still image and animated formats.Produce coded geometric systems that are reactive to changes in input parameters and attractor geometries (points, curves, surfaces)","Computer Programming, Code structure, Python Programming, Rhinoscript, Programing Logic",4.9  {'Glenn Wilcox'},University of Michigan
3D Models for Virtual Reality,Computer Science > Design and Product,"42,146 already enrolled",Taught in English,4.6,Intermediate level,16 hours (approximately),None,,"4.6  {' Dr Sylvia Xueni Pan', 'University of London'}","Goldsmiths, University of London"
3D Printing Hardware,Business > Entrepreneurship,"14,372 already enrolled",Taught in English,4.1,Beginner level,31 hours (approximately),None,,"4.0  {'Matthew Griffin', 'Alex Larson'}",University of Illinois at Urbana-Champaign
3D Printing Applications,Business > Entrepreneurship,"24,611 already enrolled",Taught in English,4.6,Beginner level,22 hours (approximately),None,,4.6  {'Vishal Sachdev'},University of Illinois at Urbana-Champaign
3D Printing Capstone,Business > Entrepreneurship,"4,410 already enrolled",Taught in English,4.4,Beginner level,5 hours (approximately),None,,3.7  {'Alex Larson'},University of Illinois at Urbana-Champaign
The 3D Printing Revolution,Business > Entrepreneurship,"49,472 already enrolled",Taught in English,4.7,Beginner level,10 hours (approximately),None,"Materials, New Product Development, Human–Computer Interaction, Product Development",4.7  {'Aric Rindfleisch'},University of Illinois at Urbana-Champaign
